"AREA","Community Tubes"
"AREA","Brinsworth and Catcliffe"
"TUBE","Fullwood Rd Post Office",433762,387257,-,-,-,-,-,-,-,-,-,59,70,65,-,-
"AREA","Chapeltown"
"TUBE","Glenwood Crescent",435996,396046,-,-,-,-,-,-,-,-,-,-,22,23,20,-
"TUBE","Cowley Drive",436239,395729,-,-,-,-,-,-,-,-,-,-,17,17,16,-
"AREA","Manor & Castle"
"TUBE","745 City Road",438062,385109,-,-,-,-,-,-,-,-,-,-,30,28,28,27
"TUBE","8 Elm Tree Court",438230,384909,-,-,-,-,-,-,-,-,-,-,31,29,30,27
"TUBE","Manor Top",438111,384850,-,-,-,-,-,-,-,-,-,-,32,29,27,26
"TUBE","Manor Clinic",438097,384964,-,-,-,-,-,-,-,-,-,-,36,35,31,32
"AREA","Abbeydale Corridor"
"TUBE","265 Abbeydale Road",434822,385142,-,-,-,-,-,-,-,-,-,-,-,38,36,36
"TUBE","Butterworth Cycles",434523,384654,-,-,-,-,-,-,-,-,-,-,-,44,44,42
"AREA","Walkley"
"TUBE","14 Fir Street",434831,385161,-,-,-,-,-,-,-,-,-,-,-,-,16,15
"TUBE","Gerry's Bakery, South Road",434525,384657,-,-,-,-,-,-,-,-,-,-,-,-,29,26
"AREA","Woodseats"
"TUBE","School",434797,383254,-,-,-,-,-,-,-,-,-,-,-,-,-,34
"TUBE","School traffic lights",434813,383252,-,-,-,-,-,-,-,-,-,-,-,-,-,39
"AREA","SCC City Wide Tubes"
"TUBE","Warren lane",436063,397474,37,31,34,35,34,30,34,30,28,29,36,37,32,30
"TUBE","7 Bawtry Gate",439995,390862,-,49,55,57,50,44,48,46,45,44,49,47,47,40
"TUBE","47 Bawtry Road",440045,390884,-,54,60,62,59,52,55,51,51,47,58,56,55,47
"TUBE","109 Bawtry Road",440177,390770,-,46,51,53,47,43,48,42,43,43,48,49,47,41
"TUBE","Ecclesfield Road - Low Wincobank",438778,392008,46,52,58,60,52,47,51,47,47,43,49,44,41,39
"TUBE","Attercliffe Road",438880,389931,46,51,57,59,53,48,51,47,42,42,51,51,51,47
"TUBE","Attercliffe Road duplicate",438880,389931,56,49,55,57,50,46,50,47,43,42,moved,-,-,-
